ID,TARGET
104293,3937517.718
150505,0
34713,0
97179,0
71941,0
92983,0
125296,0
103462,0
110734,2635431.871
64840,0
143282,0
91338,0
89356,0
26661,0
106699,0
147219,0
119269,0
147723,0
97963,0
40549,0
62371,5519070.313
136269,0
123499,0
128511,0
40995,0
146986,0
147045,5519474.807
150314,0
40430,0
108620,0
71358,0
26705,0
95260,0
98316,0
115395,0
18596,0
42343,4279578.293
46005,0
20111,0
9677,2539525.754
125506,0
134964,0
124811,0
124903,0
102443,0
59490,0
58318,0
25705,0
130952,0
79562,0
60993,0
61788,0
12620,0
149121,0
94417,0
24797,0
131198,0
26872,0
23065,0
635,0
146384,0
31539,0
41799,0
133827,0
61100,0
104520,0
140344,2711278.049
108773,0
45026,0
56365,1564015.259
55077,0
61428,0
131724,0
7065,0
24586,0
150411,0
85336,0
145176,0
82390,0
78968,0
26589,3400485.847
70227,0
84884,0
119456,0
30077,0
16367,0
101778,0
48770,0
137048,0
137776,0
68388,5518801.569
37345,0
1772,5518132.282
114397,0
67346,0
74809,0
41235,0
3290,0
84311,0
10898,0
26416,0
140718,0
50063,0
25596,0
48575,0
108935,0
34650,10944118.93
115833,0
50522,0
138414,0
90025,0
102538,0
99316,0
23509,0
15259,0
113889,0
136596,0
52835,0
8275,0
105382,0
64923,0
132970,0
118462,0
71404,0
138452,0
140081,0
29308,0
26231,0
95575,0
122368,0
140927,0
71778,0
87700,0
8452,0
111550,0
138623,22170056.95
87063,0
148053,0
44753,0
25977,0
53193,0
145557,0
100977,0
110953,0
20839,0
85274,0
145460,0
58409,0
148775,0
70947,0
129760,0
62109,0
96144,0
72229,0
110077,0
111242,0
29536,0
51860,0
29865,5208521.113
60514,0
136298,0
70311,0
31681,5466469.494
26660,0
103137,0
151398,0
64945,0
108090,0
28994,0
141960,0
112168,0
14433,10848331.21
12967,0
24035,0
144137,0
28017,0
74444,0
30864,0
40961,0
75020,0
113048,0
22661,0
32149,0
56279,0
42867,0
119613,0
68339,0
57001,0
98641,5876744.43
23411,0
19916,3602502.413
92380,0
36776,0
54121,0
139418,0
117636,0
18561,5519263.255
107766,0
79604,0
84345,0
112265,0
12708,0
151433,3603836.478
96153,7609226.755
60785,0
56302,0
17589,0
137746,0
31889,0
95399,0
62041,0
146468,0
80141,0
148899,0
95011,0
3730,0
119084,0
131014,0
63708,0
48167,4283766.282
135632,0
80354,0
31177,0
112738,0
114368,0
117170,0
86501,0
44073,0
100378,0
88896,0
4977,0
58556,0
137940,0
8653,1463372.711
30320,0
80873,0
29099,0
3045,0
36624,0
101631,0
98796,0
12255,0
104591,0
72435,0
18796,0
3782,0
82757,0
68538,0
119926,0
14663,0
51884,0
85673,0
131289,2446029.3
1134,5206762.358
12526,0
3623,0
38534,0
98984,0
10299,5518793.766
131748,0
14765,0
63758,0
23931,0
142585,1938636.852
6468,2664512.457
19991,0
26237,0
71970,0
88727,0
4933,0
72765,0
105266,0
4710,0
97102,0
80742,0
97926,0
88872,0
61910,6790387.317
52182,0
2569,0
65856,0
86635,0
31556,0
139512,0
53060,0
88835,0
133319,0
41330,0
112459,0
88236,2717738.853
144445,0
121051,0
139636,0
54441,0
30290,0
120077,0
85753,0
97709,0
68843,1823297.677
3719,0
104851,0
136359,0
96351,0
71740,0
55147,5456513.13
140704,0
88080,0
31861,5520012.582
12476,0
108523,0
90265,0
60299,0
33229,0
67153,0
105187,0
79254,18338964.21
97067,0
93825,0
129946,0
67535,0
68489,0
114626,0
23459,0
12094,0
51042,0
93532,5520286.966
65926,0
2964,0
147810,0
22796,0
12813,0
52189,0
20427,0
61763,0
96588,0
89573,0
21263,0
5701,0
148319,4291403.812
75436,0
17560,0
116274,0
126917,0
91306,0
11371,0
125675,0
118441,0
34281,0
114673,1458047.778
82837,0
86013,0
14747,0
74614,0
75750,0
88805,0
835,0
11817,0
128248,1851426.182
144282,0
110725,0
139438,0
13640,0
37927,2056016.677
73632,0
75907,0
138799,0
129505,0
45176,0
6046,0
124447,0
15202,0
6185,3194916.126
94327,0
128960,0
108695,0
143008,0
35208,0
63073,0
52031,0
77966,0
139848,0
118994,0
78944,1804633.316
71489,0
151770,0
94135,0
55136,0
57349,0
99473,0
39726,0
27067,0
90526,0
112264,0
44174,0
89834,0
136266,0
26296,0
43194,0
113543,0
51278,0
13722,0
108144,0
113675,5519612.634
64669,0
54443,4534149.711
43028,0
74373,0
41118,0
10244,0
100635,0
75278,0
50988,0
116369,0
36200,0
49580,0
121218,0
147812,0
126724,0
68344,29136577.55
95020,0
61452,0
121126,0
18524,0
72500,0
57798,0
84797,0
19915,0
108186,0
139070,0
10472,0
148134,0
78829,0
40963,0
84668,0
137083,0
78418,0
115800,0
92612,0
98764,0
142526,0
118250,0
44923,0
113676,0
148662,0
141770,0
76991,0
103800,0
151586,0
126251,2542176.205
77163,0
28191,0
118567,0
102929,0
8494,0
151408,0
109741,0
106818,0
143660,0
124659,0
136462,2478778.14
25307,0
73516,0
1574,0
20317,0
72440,0
108892,0
101112,6634648.428
27076,0
137615,0
70331,0
345,0
49669,0
24499,0
146412,0
686,0
34719,0
13027,0
50910,0
53177,0
85393,0
115709,0
119444,0
11479,3654047.847
134048,0
75396,0
131175,0
1131,6246084.715
79995,0
95203,0
3092,0
1167,0
99263,0
13856,0
81917,0
88539,0
106543,0
41460,0
73457,0
19149,0
10215,0
71608,0
141498,0
1426,0
69630,0
71950,0
64097,0
8521,0
125908,0
32447,0
138943,2242219.373
69959,0
100585,0
121886,0
121088,0
44236,0
93161,0
66390,0
39488,0
24551,0
151754,0
43655,0
147666,0
105780,0
100891,0
5180,0
102363,0
45855,0
131744,5518960.177
22116,0
68618,0
15447,0
109330,0
86027,5866715.877
42588,0
151430,0
105662,0
37223,0
18677,0
135047,0
35379,0
140838,0
79501,0
116712,0
25765,4348627.669
137650,0
33972,0
107659,0
94932,0
109325,0
80658,0
8497,0
46765,0
105741,3861064.342
144679,0
92889,0
128337,0
127287,5522242.437
24314,0
122562,0
151522,0
72585,0
38680,4274622.346
107104,0
1592,0
110842,0
111895,0
23875,0
126571,0
56244,0
31522,0
877,0
130708,0
63150,5518210.801
132468,0
65183,0
56605,0
144255,0
107919,0
71924,0
101752,0
31516,0
126098,0
21579,0
105991,0
108604,0
126800,0
43726,0
48102,3359428.031
30752,0
43385,0
5421,0
109505,0
7292,0
82153,0
35594,0
126789,0
39886,0
1954,0
72225,0
100676,0
16281,0
27734,0
120161,2925836.78
15698,0
61941,0
20786,0
142306,0
132968,0
30236,29902315.3
124998,0
2948,0
66434,0
1033,0
62279,0
124543,0
77623,0
127017,0
84171,0
25230,0
101166,0
77147,0
142383,0
128837,0
45158,0
79693,0
113143,0
105159,0
113742,0
89244,0
37157,0
19430,0
65284,0
91459,0
151275,0
89219,0
24774,0
26881,0
33714,0
141526,0
97304,0
91950,0
79584,0
131374,3188180.478
19436,5519062.507
12720,0
109790,0
147897,0
121422,0
78144,0
130776,0
53853,0
36245,0
120593,0
41410,0
138275,0
113633,5780551.424
6804,0
85209,0
3689,0
141248,0
91197,0
22885,5517581.796
89203,0
133958,0
59147,0
108378,0
104423,0
104112,0
26431,2438151.486
136320,0
77568,0
3508,0
53373,0
115424,0
50635,4400059.678
85195,0
11540,0
113965,0
22484,0
91162,0
134547,0
33780,0
33670,0
130625,0
95554,0
65009,0
90985,0
17292,0
42372,0
90398,0
87559,0
99227,0
142296,0
119504,0
82595,6363076.774
30377,2658816.433
18380,0
29232,1855072.561
126199,0
30531,0
9914,0
18443,0
78637,0
109149,0
44142,0
90050,0
82248,0
130322,1927709.076
151376,0
56440,0
92205,0
24769,0
37519,0
131549,0
107145,0
134654,0
31820,0
91575,0
118689,0
108274,0
48088,0
52184,0
142268,5517856.169
101111,0
63816,0
131230,0
72978,0
46345,4265567.909
139724,0
60606,0
61961,0
113488,1723384.144
17505,0
34016,0
453,0
90813,0
34130,9893891.287
51543,0
141387,0
102268,0
114648,0
42282,7457562.6
93117,0
126526,0
17776,0
41446,0
115306,0
63340,0
51611,0
1904,0
50779,0
69433,0
105340,0
84488,0
93307,0
59316,0
93102,0
66779,0
37955,0
112105,0
87977,0
15272,0
27914,0
140241,0
95472,0
52797,0
111417,0
123786,0
84479,0
88657,0
41838,0
97072,0
127911,5169921.676
100908,0
123678,0
16846,0
106114,0
140008,0
141663,0
136304,0
128086,0
66609,2029745.492
63611,0
121364,0
84115,0
2064,0
48350,0
143251,0
55241,0
92147,3201199.295
47774,5521219.101
140963,2403443.33
20141,0
118281,0
150383,0
115402,6195325.899
70305,0
120544,0
87513,0
46125,0
100684,0
61973,0
72525,0
111723,0
5843,0
15082,0
147813,0
147249,0
103330,0
1328,0
14782,0
30893,0
103904,0
139702,0
27543,0
1408,0
22719,6859733.872
108872,0
44848,0
62899,0
73762,0
111597,0
80360,0
94311,0
141873,0
55467,0
103190,3709960.026
70302,0
88200,0
132760,0
99116,0
59432,0
145961,0
68803,0
64401,0
60982,0
52326,0
50735,0
6966,0
68086,0
45357,0
69064,0
78460,0
129692,0
92209,0
8022,0
72618,0
102455,0
6705,0
65832,0
6631,0
30853,0
113251,0
127786,0
33327,5368357.183
85583,0
49133,0
137365,0
3233,0
26448,0
24743,0
71211,0
2193,0
15114,1821831.991
4103,5466973.401
18204,0
24486,0
14347,0
33028,0
30723,0
60637,0
30145,0
107755,5522029.122
144396,0
84047,0
49510,0
31916,0
49518,0
26764,0
7928,0
45341,0
80080,0
21692,0
72054,0
131599,0
53399,0
139202,4146568.199
20372,0
29292,0
649,0
118908,0
126853,0
31453,0
47246,3043259.17
138850,0
132897,0
44504,0
26604,0
125821,0
90619,0
17843,0
67768,0
141734,0
120319,0
17228,0
70565,0
99229,0
69267,0
145758,0
137648,0
112911,0
88220,3904378.192
135622,0
115560,0
128243,1769176.534
99351,0
71833,0
57805,0
130837,0
725,0
14643,0
28372,0
92015,0
141974,0
22309,0
147605,0
75188,0
47097,0
16671,0
89370,0
132774,4798205.249
13590,0
91849,0
42069,0
6204,0
79606,0
19078,0
144264,0
135725,0
64934,0
72586,0
33007,0
27675,0
5597,0
18955,0
146449,0
88284,0
35808,0
57016,0
126783,0
36167,0
89771,0
136953,4301175.104
139475,5548136.065
97558,0
94535,0
77002,0
8148,0
142686,5519379.192
86965,0
4345,0
108867,3677964.323
8634,0
105066,0
79592,0
52789,0
220,7229737.375
44433,2279489.353
85413,0
57329,0
85030,0
115526,0
80537,0
21207,0
59360,0
91707,0
58065,0
85964,0
88474,0
69183,0
36345,0
147740,0
137561,0
66708,0
18167,0
30059,0
45331,0
81478,0
19276,0
97921,0
103357,0
33961,0
118860,24886251.67
88290,0
101953,0
56316,3484168.246
22927,0
7085,0
136055,0
35607,0
82619,0
18579,0
31555,0
119913,0
22190,0
37087,0
4521,0
70433,0
39289,0
87194,0
90444,0
24141,0
21658,0
124113,5597953.67
138439,0
19004,0
17787,0
20012,0
100336,0
144020,0
2436,0
37665,0
66140,0
13058,0
22937,0
4271,0
119998,0
63124,0
92530,0
150592,0
68109,2488664.188
102796,0
91450,0
104286,3229392.629
71979,0
138845,1895032.604
89428,0
117516,11129818.43
2398,0
124545,0
102358,4769965.651
51499,0
119115,0
96838,0
61329,0
54765,0
39983,0
84178,0
88086,0
39439,0
103666,0
6521,0
8051,0
32628,0
116458,0
130298,0
90846,0
67836,0
134232,0
56485,0
114200,0
133857,0
1534,0
105220,0
73160,0
77123,0
141692,0
21269,0
46515,0
79550,0
18277,2626150.848
84125,0
5811,0
82820,0
54499,0
150043,0
112794,0
66475,9077733.048
127896,0
41904,0
30457,0
68372,0
128142,0
111249,0
19061,0
37149,0
77241,0
3243,1928112.848
68745,0
147713,0
42140,0
16793,0
69766,0
100145,0
11580,0
55367,0
56255,3507250.062
4623,0
66376,0
116284,0
76880,0
2902,0
88620,0
24633,0
42376,0
112364,0
141009,0
123441,0
31236,0
106164,0
37290,0
89094,0
148223,0
5735,0
59937,0
86712,0
39918,0
34879,0
135721,0
143844,0
98732,0
73826,0
45587,0
37389,0
56530,0
135633,0
132848,3157862.827
22234,3469083.785
16625,0
35211,0
68381,0
30715,0
124144,0
122084,0
82272,0
140378,0
142682,0
140761,0
98197,0
23901,0
133359,0
88067,0
83517,0
15745,0
137394,0
3972,0
15023,0
102699,0
302,0
129770,0
35061,0
124260,0
104976,0
6787,2563554.941
118094,0
138215,0
14791,0
127406,0
53027,0
9134,0
136530,4862124.992
12623,0
106471,0
122210,0
144767,0
64158,0
29111,4916429.419
50366,4620108.79
24002,0
26377,0
86688,0
92213,0
13668,0
87703,0
149466,0
148224,0
95662,0
56966,0
119943,0
98036,0
86020,0
105423,0
107586,0
53142,0
18552,2340955.279
19644,0
134558,0
54655,0
11851,0
46342,0
81195,0
119786,0
5416,0
60546,0
57561,0
125282,0
81124,0
58262,0
34725,0
81943,0
76245,0
81990,3846778.408
120510,0
55661,0
14484,0
102019,0
128055,0
33317,0
148067,0
67523,0
35466,0
71798,0
103831,0
64120,0
15385,0
73993,0
6097,0
49557,0
59199,0
59532,0
72365,0
139761,0
103916,0
28233,0
114728,0
45730,0
93650,0
85608,0
142279,0
64565,0
78222,0
14487,0
126001,0
56041,3623275.099
105000,0
69910,0
26739,0
96896,7108402.63
136529,0
78164,0
4082,0
135923,0
14333,0
11181,0
115007,0
107141,0
61864,0
147778,0
133041,0
133088,0
84212,0
63449,0
25617,0
17442,0
129443,0
10226,0
57383,0
29983,0
148104,6149744.3
86593,0
108670,0
101149,0
32726,0
132762,0
143441,0
35565,0
95046,0
81459,0
52689,0
120700,0
51942,0
145899,0
3891,0
72670,0
94751,0
2844,0
41718,0
115972,0
13319,0
82659,0
17065,0
104885,0
92964,0
138109,0
19954,0
10958,0
68768,0
14501,0
80518,0
91248,0
82610,931660.3476
34566,0
110387,0
134727,0
38708,0
48845,0
106228,0
459,0
18983,0
40084,0
